POSTCODE;LAT;LON
3053;51,9605315;4,4711994
3054;51,9586138;4,4911160
3055;51,9598488;4,5056307
3056;51,9519826;4,5157180
3059;51,9808172;4,5894764
3061;51,9272674;4,5051227
3062;51,9253679;4,5178137
3063;51,9158499;4,5158341
3064;51,9126810;4,5537617
3065;51,9259602;4,5520432
3066;51,9356755;4,5503148
3067;51,9444760;4,5493914
3068;51,9594444;4,5521642
3069;51,9654543;4,5500153
3071;51,9107470;4,5027397
3072;51,9016046;4,4949375
3073;51,8935890;4,5012378
3074;51,8947415;4,5115450
3075;51,8864308;4,5092896
3076;51,8765125;4,5238916
3077;51,8964191;4,5600522
3078;51,8909331;4,5470687
3079;51,8816058;4,5470571
3081;51,8931132;4,4874719
3082;51,8902169;4,4677341
3083;51,8883842;4,4812504
3084;51,8783898;4,4722731
3085;51,8739445;4,4900714
3086;51,8740634;4,4695425
3087;51,8942189;4,4589533
3088;51,8755111;4,4454324
3089;51,8922398;4,4229242
3111;51,9164343;4,3997962
3112;51,9173765;4,4104435
3113;51,9112890;4,4093277
3114;51,9054334;4,4039918
3115;51,9069486;4,3838262
3116;51,9103979;4,3941128
3117;51,9136528;4,3869887
3118;51,9192420;4,3824844
3119;51,9222556;4,3935846
3121;51,9338040;4,3801011
3122;51,9328388;4,3704930
3123;51,9424157;4,3686915
3124;51,9438242;4,3816100
3125;51,9319743;4,4064401
3131;51,9094647;4,3386093
3132;51,9115733;4,3173382
3133;51,9021020;4,3335712
3134;51,9091950;4,3516147
3135;51,9178358;4,3559905
3136;51,9296425;4,3524326
3137;51,9371980;4,3475496
3138;51,9308783;4,3302944
3141;51,9203790;4,2629745
3142;51,9263136;4,2546798
